id,doc_type,title,date,url,first_seen,last_seen
circular:changes-in-premature-exit-processing-of-apy-for-the-benefit-of-subscribers,circular,Changes in Premature Exit Processing of APY for the benefit of Subscribers,2021-09-03,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/changes-in-premature-exit-processing-of-apy-for-the-benefit-of-subscribers,2026-07-08T04:54:16.078678+00:00,2026-07-17T05:27:02.787197+00:00
circular:nps-functionalities-released-by-cras-during-quarter-i-of-fy-2021-22,circular,NPS Functionalities released by CRAs during Quarter I of FY 2021-22,2021-09-02,https://www.pfrda.org.in/w/nps-functionalities-released-by-cras-during-quarter-i-of-fy-2021-22,2026-07-08T04:54:20.139226+00:00,2026-07-17T05:27:06.642607+00:00
circular:increase-of-entry-age-up-to-70-years-under-nps,circular,Increase of Entry Age up to 70 Years under NPS,2021-08-26,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/increase-of-entry-age-up-to-70-years-under-nps,2026-07-08T04:54:16.079985+00:00,2026-07-17T05:27:02.788182+00:00
circular:enps-for-government-a-new-on-boarding-feature-to-ease-the-process-of-registration-by-government-sector-subscribers,circular,eNPS for Government - A New On-boarding feature to ease the process of Registration by Government Sector Subscribers,2021-08-23,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/enps-for-government-a-new-on-boarding-feature-to-ease-the-process-of-registration-by-government-sector-subscribers,2026-07-08T04:54:20.140847+00:00,2026-07-17T05:27:06.643684+00:00
circular:clarification-third-party-contributions-in-tier-ii-account-under-nps,circular,Clarification - Third party contributions in Tier II account under NPS,2021-08-16,https://www.pfrda.org.in/w/clarification-third-party-contributions-in-tier-ii-account-under-nps,2026-07-08T04:54:20.142665+00:00,2026-07-17T05:27:06.645033+00:00
notification:goa%09nps-contribution-enhancement-10-to-14-,notification,Goa-NPS contribution enhancement 10% to 14%,2021-08-11,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/goa%09nps-contribution-enhancement-10-to-14-,2026-06-18T10:16:47.525152+00:00,2026-07-17T05:27:12.317540+00:00
notification:goa%09nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D2&p_l_back_url_title=Notifications,notification,Goa-NPS contribution enhancement 10% to 14%,2021-08-11,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/goa%09nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D2&p_l_back_url_title=Notifications,2026-06-18T08:32:21.665988+00:00,2026-06-18T08:32:21.665988+00:00
circular:guidelines-for-engaging-business-correspondents-bcs-or-agents-for-facilitating-the-distribution-of-pension-schemes,circular,Guidelines for engaging business correspondents (BCs) or agents for facilitating the distribution of pension schemes,2021-08-09,https://www.pfrda.org.in/w/guidelines-for-engaging-business-correspondents-bcs-or-agents-for-facilitating-the-distribution-of-pension-schemes,2026-07-08T04:54:20.143922+00:00,2026-07-17T05:27:06.646049+00:00
circular:upload-of-overdue-contribution-files-under-apy,circular,Upload of Overdue Contribution files under APY,2021-07-30,https://www.pfrda.org.in/w/upload-of-overdue-contribution-files-under-apy,2026-07-08T04:54:20.145355+00:00,2026-07-17T05:27:06.647022+00:00
circular:upload-of-overdue-contribution-files-under-apy-1,circular,Upload of Overdue Contribution Files under APY,2021-07-30,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/upload-of-overdue-contribution-files-under-apy-1,2026-07-08T04:54:16.081233+00:00,2026-07-17T05:27:02.789183+00:00
circular:administered-by-the-authority,circular,"Guidelines for Investment by Pension Funds in an Initial Public Offer (IPO), Follow on Public Offer (FPO) and/or Offer for Sale (OFS) under National Pension System (NPS) and other Pension Schemes regulated/administered by the Authority",2021-07-27,https://www.pfrda.org.in/w/guidelines-for-investment-by-pension-funds-in-an-initial-public-offer-ipo-follow-on-public-offer-fpo-and/or-offer-for-sale-ofs-under-national-pension-system-nps-and-other-pension-schemes-regulated/administered-by-the-authority,2026-07-08T04:54:20.146550+00:00,2026-07-17T05:27:06.647987+00:00
circular:central-kyc-records-registry-ckycr-,circular,Central KYC Records Registry (CKYCR),2021-07-26,https://www.pfrda.org.in/w/central-kyc-records-registry-ckycr-,2026-07-08T04:54:21.275792+00:00,2026-07-17T05:27:07.652198+00:00
circular:handling-surrender-requests-of-annuity-policies-issued-to-nps-subscribers-by-asps,circular,Handling Surrender requests of Annuity Policies issued to NPS Subscribers by ASPs,2021-07-22,https://www.pfrda.org.in/w/handling-surrender-requests-of-annuity-policies-issued-to-nps-subscribers-by-asps,2026-07-08T04:54:21.279238+00:00,2026-07-17T05:27:07.654634+00:00
circular:relaxation-of-processing-of-exit-applications-by-pops-copy-,circular,ASP 22-07-2021 Handling Surrender requests of Annuity Policies issued to NPS Subscribers by ASPs,2021-07-22,https://www.pfrda.org.in/w/relaxation-of-processing-of-exit-applications-by-pops-copy-,2026-07-08T04:54:21.277519+00:00,2026-07-17T05:27:07.653586+00:00
circular:apy-functionalities-released-by-cras-during-quarter-iii-iv-fy-2023-24-copy-1-,circular,New/Upgradation of functionaliaties by CRAs for April-June Quarter ended 30-06-2017,2021-07-21,https://www.pfrda.org.in/w/nps/apy-functionalities-released-by-cras-during-quarter-iii-iv-fy-2023-24-copy-1-,2026-07-08T04:54:21.280684+00:00,2026-07-17T05:27:07.655977+00:00
circular:investment-guidelines-2021-for-nps-schemes-other-than-govt.-sector-cg-sg-corporate-cg-nps-lite-and-apy-w-e-f-20th-july-2021,circular,"Investment Guidelines-2021 for NPS Schemes {Other than Govt. Sector (CG&SG), Corporate CG, NPS Lite and APY} w.e.f 20th July, 2021",2021-07-20,https://www.pfrda.org.in/w/investment-guidelines-2021-for-nps-schemes-other-than-govt.-sector-cg-sg-corporate-cg-nps-lite-and-apy-w-e-f-20th-july-2021,2026-07-08T04:54:21.283418+00:00,2026-07-17T05:27:07.658041+00:00
circular:investment-guidelines-2021-for-nps-schemes-applicable-to-scheme-cg-scheme-sg-corporate-cg-and-nps-lite-scheme-of-nps-and-atal-pension-yojana-w.e.f-20th-july-2021,circular,"Investment Guidelines - 2021 for NPS Schemes (Applicable to Scheme CG, Scheme SG, Corporate CG and NPS Lite scheme of NPS and Atal Pension Yojana) w.e.f 20th July, 2021",2021-07-20,https://www.pfrda.org.in/w/investment-guidelines-2021-for-nps-schemes-applicable-to-scheme-cg-scheme-sg-corporate-cg-and-nps-lite-scheme-of-nps-and-atal-pension-yojana-w.e.f-20th-july-2021,2026-07-08T04:54:21.282173+00:00,2026-07-17T05:27:07.657002+00:00
circular:change-in-guidelines-on-aggregate-holding-of-equity-shares-by-a-foreign-company-in-pension-funds-as-provided-under-section-24-of-the-pfrda-act-2013-manner-of-calculation-of-such-aggregate-holding-of-equity-s,circular,"Change in Guidelines on aggregate holding of equity shares by a foreign company in Pension Funds as provided under Section 24 of the PFRDA Act, 2013 - Manner of calculation of such aggregate holding of equity shares by a foreign company in a Pension Fund under National Pension System -reg.",2021-07-20,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/change-in-guidelines-on-aggregate-holding-of-equity-shares-by-a-foreign-company-in-pension-funds-as-provided-under-section-24-of-the-pfrda-act-2013-manner-of-calculation-of-such-aggregate-holding-of-equity-s,2026-07-08T04:54:16.084257+00:00,2026-07-17T05:27:02.791224+00:00
circular:change-in-guidelines-on-aggregate-holding-of-equity-shares-by-a-foreign-company-in-pension-funds-as-provided-under-section-24-of-the-pfrda-act-2013-manner-of-calculation-of-such-aggregate-holding-of-equity-1,circular,"Change in Guidelines on aggregate holding of equity shares by a foreign company in Pension Funds as provided under Section 24 of the PFRDA Act, 2013 - Manner of calculation of such aggregate holding of equity shares by a foreign company in a Pension Fund under National Pension System -reg.",2021-07-20,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/change-in-guidelines-on-aggregate-holding-of-equity-shares-by-a-foreign-company-in-pension-funds-as-provided-under-section-24-of-the-pfrda-act-2013-manner-of-calculation-of-such-aggregate-holding-of-equity-1,2026-07-08T04:54:16.082417+00:00,2026-07-17T05:27:02.790238+00:00
regulation:pension-fund-regulatory-and-development-authority-pension-fund-sixth-amendment-regulations-2021,regulation,"PENSION FUND REGULATORY AND DEVELOPMENT AUTHORITY (PENSION FUND) (SIXTH AMENDMENT) REGULATIONS, 2021",2021-07-15,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-pension-fund-sixth-amendment-regulations-2021,2026-06-18T10:16:59.686318+00:00,2026-07-17T05:27:15.724576+00:00
regulation:pension-fund-regulatory-and-development-authority-pension-fund-sixth-amendment-regulations-2021?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D3&p_l_back_url_title=Regulations,regulation,"PENSION FUND REGULATORY AND DEVELOPMENT AUTHORITY (PENSION FUND) (SIXTH AMENDMENT) REGULATIONS, 2021",2021-07-15,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-pension-fund-sixth-amendment-regulations-2021?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D3&p_l_back_url_title=Regulations,2026-06-18T08:32:33.424924+00:00,2026-06-18T08:32:33.424924+00:00
notification:jharkhand-nps-contribution-enhancement-10-to-14-,notification,Jharkhand-NPS contribution enhancement 10% to 14%,2021-07-08,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/jharkhand-nps-contribution-enhancement-10-to-14-,2026-06-18T10:16:47.526145+00:00,2026-07-17T05:27:12.318703+00:00
notification:jharkhand-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D2&p_l_back_url_title=Notifications,notification,Jharkhand-NPS contribution enhancement 10% to 14%,2021-07-08,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/jharkhand-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D2&p_l_back_url_title=Notifications,2026-06-18T08:32:21.667111+00:00,2026-06-18T08:32:21.667111+00:00
circular:relaxation-of-processing-of-exit-applications-by-pops,circular,Relaxation of Processing of exit applications by POPs,2021-07-02,https://www.pfrda.org.in/w/relaxation-of-processing-of-exit-applications-by-pops,2026-07-08T04:54:21.284818+00:00,2026-07-17T05:27:07.659087+00:00
circular:premature-exit-of-nps-lite-swavalamban-subscribers,circular,Premature exit of NPS Lite Swavalamban Subscribers,2021-07-02,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/premature-exit-of-nps-lite-swavalamban-subscribers,2026-07-08T04:54:16.085608+00:00,2026-07-17T05:27:02.792404+00:00
regulation:12-pension-fund-regulatory-and-development-authority-employees-service-second-amendment-regulations-2021,regulation,"Pension Fund Regulatory And Development Authority (Employees Service) (Second Amendment) Regulations,2021",2021-07-02,https://www.pfrda.org.in/w/12-pension-fund-regulatory-and-development-authority-employees-service-second-amendment-regulations-2021,2026-06-18T10:16:59.687251+00:00,2026-07-17T05:27:15.725666+00:00
regulation:12-pension-fund-regulatory-and-development-authority-employees-service-second-amendment-regulations-2021?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D3&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory And Development Authority (Employees Service) (Second Amendment) Regulations,2021",2021-07-02,https://www.pfrda.org.in/w/12-pension-fund-regulatory-and-development-authority-employees-service-second-amendment-regulations-2021?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D3&p_l_back_url_title=Regulations,2026-06-18T08:32:33.425924+00:00,2026-06-18T08:32:33.425924+00:00
circular:timely-report-of-data-breach-to-cert-in,circular,Timely Report of Data Breach to CERT In,2021-06-30,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/timely-report-of-data-breach-to-cert-in,2026-07-08T04:54:16.087263+00:00,2026-07-17T05:27:02.793353+00:00
notification:west-bengal-choice-of-pension-fund-investment-pattern-for-all-india-services-ais-,notification,West Bengal-Choice of Pension Fund & Investment Pattern for All India Services (AIS),2021-06-21,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/west-bengal-choice-of-pension-fund-investment-pattern-for-all-india-services-ais-,2026-06-18T10:16:48.173138+00:00,2026-07-17T05:27:12.319658+00:00
notification:west-bengal-choice-of-pension-fund-investment-pattern-for-all-india-services-ais-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D3&p_l_back_url_title=Notifications,notification,West Bengal-Choice of Pension Fund & Investment Pattern for All India Services (AIS),2021-06-21,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/west-bengal-choice-of-pension-fund-investment-pattern-for-all-india-services-ais-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D3&p_l_back_url_title=Notifications,2026-06-18T08:32:22.375021+00:00,2026-06-18T08:32:22.375021+00:00
notification:ut-ladakh-ut-notification,notification,UT Ladakh -UT Notification,2021-06-20,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/ut-ladakh-ut-notification,2026-06-18T10:16:48.174550+00:00,2026-07-17T05:27:12.320577+00:00
notification:ut-ladakh-ut-notification?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D3&p_l_back_url_title=Notifications,notification,UT Ladakh -UT Notification,2021-06-20,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/ut-ladakh-ut-notification?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D3&p_l_back_url_title=Notifications,2026-06-18T08:32:22.377112+00:00,2026-06-18T08:32:22.377112+00:00
regulation:pension-fund-regulatory-and-development-authority-point-of-presence-amendment-regulations-2021,regulation,"PENSION FUND REGULATORY AND DEVELOPMENT AUTHORITY (POINT OF PRESENCE) (AMENDMENT) REGULATIONS, 2021",2021-06-14,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-point-of-presence-amendment-regulations-2021,2026-06-18T10:17:00.381384+00:00,2026-07-17T05:27:15.729322+00:00
regulation:pension-fund-regulatory-and-development-authority-exits-and-withdrawals-under-the-national-pension-system-amendment-regulation-2021,regulation,"Pension Fund Regulatory And Development Authority (Exits And Withdrawals Under The National Pension System) (Amendment) Regulations, 2021",2021-06-14,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-exits-and-withdrawals-under-the-national-pension-system-amendment-regulation-2021,2026-06-18T10:17:00.379867+00:00,2026-07-17T05:27:15.728428+00:00
regulation:pension-fund-regulatory-and-development-authority-national-pension-system-trust-amendment-regulations-2021,regulation,"PENSION FUND REGULATORY AND DEVELOPMENT AUTHORITY (NATIONAL PENSION SYSTEM TRUST) (AMENDMENT) REGULATIONS, 2021",2021-06-14,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-national-pension-system-trust-amendment-regulations-2021,2026-06-18T10:16:59.689360+00:00,2026-07-17T05:27:15.727511+00:00
regulation:pension-fund-regulatory-and-development-authority-central-recordkeeping-agency-amendment-regulations-2021,regulation,"Pension Fund Regulatory and Development Authority (Central Recordkeeping Agency) (Amendment) Regulations, 2021",2021-06-14,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-central-recordkeeping-agency-amendment-regulations-2021,2026-06-18T10:16:59.688415+00:00,2026-07-17T05:27:15.726547+00:00
